name,image,,,,,,,,,,,,
Glenn Phillips,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65295.png,,,,,,,,,,,,
James Neesham,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/10172.png,,,,,,,,,,,,
Michael Bracewell,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/62325.png,,,,,,,,,,,,
Mitchell Santner,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/57903.png,,,,,,,,,,,,
Rachin Ravindra,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66053.png,,,,,,,,,,,,
Devon Conway,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/13177.png,,,,,,,,,,,,
Finn Allen,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66046.png,,,,,,,,,,,,
Ish Sodhi,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/57625.png,,,,,,,,,,,,
Lockie Ferguson,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63719.png,,,,,,,,,,,,
Matt Henry,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/60544.png,,,,,,,,,,,,
Tim Southee,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4235.png,,,,,,,,,,,,
Trent Boult,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4338.png,,,,,,,,,,,,
Max O'Dowd,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65585.png,,,,,,,,,,,,
Michael Levitt,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/107562.png,,,,,,,,,,,,
Teja Nidamanuru,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/68002.png,,,,,,,,,,,,
Vikramjit Singh,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/73256.png,,,,,,,,,,,,
Bas de Leede,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67717.png,,,,,,,,,,,,
Logan van Beek,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/10176.png,,,,,,,,,,,,
Sybrand Engelbrecht,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4359.png,,,,,,,,,,,,
Scott Edwards,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67919.png,,,,,,,,,,,,
Wesley Barresi,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/9876.png,,,,,,,,,,,,
Aryan Dutt,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/81030.png,,,,,,,,,,,,
Kyle Klein,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/112100.png,,,,,,,,,,,,
Paul van Meekeren,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63893.png,,,,,,,,,,,,
Saqib Zulfiqar,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67421.png,,,,,,,,,,,,
Tim Pringle,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/72579.png,,,,,,,,,,,,
Vivian Kingma,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63937.png,,,,,,,,,,,,
Kushal Bhurtel,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66128.png,,,,,,,,,,,,
Rohit Paudel,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/68435.png,,,,,,,,,,,,
Sundeep Jora,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70245.png,,,,,,,,,,,,
Dipendra Singh Airee,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66061.png,,,,,,,,,,,,
Gulsan Jha,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/87400.png,,,,,,,,,,,,
Kushal Malla,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70515.png,,,,,,,,,,,,
Aasif Sheikh,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67193.png,,,,,,,,,,,,
Anil Sah,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/68436.png,,,,,,,,,,,,
Abinash Bohara,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70514.png,,,,,,,,,,,,
Kamal Airee,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70238.png,,,,,,,,,,,,
Karan KC,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65314.png,,,,,,,,,,,,
Lalit Rajbanshi,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/45117.png,,,,,,,,,,,,
Pratis GC,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/72478.png,,,,,,,,,,,,
Sagar Dhakal,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70244.png,,,,,,,,,,,,
Sandeep Lamichhane,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66066.png,,,,,,,,,,,,
Sompal Kami,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/64545.png,,,,,,,,,,,,
Malan Kruger,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63175.png,,,,,,,,,,,,
Michael van Lingen,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65992.png,,,,,,,,,,,,
Nikolaas Davin,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65757.png,,,,,,,,,,,,
David Wiese,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/45853.png,,,,,,,,,,,,
Dylan Leicher,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/92247.png,,,,,,,,,,,,
Jan Frylinck,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/57688.png,,,,,,,,,,,,
JJ Smit,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/57715.png,,,,,,,,,,,,
Gerhard Erasmus,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/57890.png,,,,,,,,,,,,
JP Kotze,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63787.png,,,,,,,,,,,,
Zane Green,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/64234.png,,,,,,,,,,,,
Ben Shikongo,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67973.png,,,,,,,,,,,,
Bernard Scholtz,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/59032.png,,,,,,,,,,,,
Jack Brassell,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/109224.png,,,,,,,,,,,,
Ruben Trumpelmann,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67897.png,,,,,,,,,,,,
Tangeni Lungameni,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66039.png,,,,,,,,,,,,
Andy Balbirnie,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4454.png,,,,,,,,,,,,
Harry Tector,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66085.png,,,,,,,,,,,,
Paul Stirling,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4476.png,,,,,,,,,,,,
Ross Adair,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/80575.png,,,,,,,,,,,,
Curtis Campher,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67442.png,,,,,,,,,,,,
Gareth Delany,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67568.png,,,,,,,,,,,,
George Dockrell,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/9694.png,,,,,,,,,,,,
Lorcan Tucker,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66087.png,,,,,,,,,,,,
Neil Rock,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/68088.png,,,,,,,,,,,,
Barry McCarthy,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63157.png,,,,,,,,,,,,
Ben White,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/24825.png,,,,,,,,,,,,
Craig Young,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/59442.png,,,,,,,,,,,,
Graham Hume,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/10138.png,,,,,,,,,,,,
Josh Little,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66081.png,,,,,,,,,,,,
Mark Adair,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65690.png,,,,,,,,,,,,
Rohit Sharma,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/3852.png,,,,,,,,,,,,
Suryakumar Yadav,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/11803.png,,,,,,,,,,,,
Virat Kohli,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/3993.png,,,,,,,,,,,,z
Yashasvi Jaiswal,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/69238.png,,,,,,,,,,,,
Axar Patel,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/62576.png,,,,,,,,,,,,
Hardik Pandya,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63751.png,,,,,,,,,,,,
Ravindra Jadeja,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/3850.png,,,,,,,,,,,,
Shivam Dube,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66044.png,,,,,,,,,,,,
Rishabh Pant,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65756.png,,,,,,,,,,,,
Sanju Samson,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/61837.png,,,,,,,,,,,,
Arshdeep Singh,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67905.png,,,,,,,,,,,,
Jasprit Bumrah,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63755.png,,,,,,,,,,,,
Kuldeep Yadav,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63187.png,,,,,,,,,,,,
Mohammed Siraj,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65799.png,,,,,,,,,,,,
Yuzvendra Chahal,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/9844.png,,,,,,,,,,,,
Ben Duckett,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63082.png,,,,,,,,,,,,
Harry Brook,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66374.png,,,,,,,,,,,,
Jonny Bairstow,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/19394.png,,,,,,,,,,,,
Liam Livingstone,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63940.png,,,,,,,,,,,,
Moeen Ali,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4688.png,,,,,,,,,,,,
Sam Curran,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65584.png,,,,,,,,,,,,
Will Jacks,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66927.png,,,,,,,,,,,,
Jos Buttler,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/9782.png,,,,,,,,,,,,
Phil Salt,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65632.png,,,,,,,,,,,,
Adil Rashid,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4661.png,,,,,,,,,,,,
Chris Jordan,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/26718.png,,,,,,,,,,,,
Jofra Archer,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/64254.png,,,,,,,,,,,,
Mark Wood,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/57871.png,,,,,,,,,,,,
Reece Topley,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/58101.png,,,,,,,,,,,,
Tom Hartley,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/72715.png,,,,,,,,,,,,
Aaron Johnson,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/96075.png,,,,,,,,,,,,
Dilpreet Bajwa,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/98211.png,,,,,,,,,,,,
Navneet Dhaliwal,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65267.png,,,,,,,,,,,,
Nicholas Kirton,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/68433.png,,,,,,,,,,,,
Pargat Singh,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/80359.png,,,,,,,,,,,,
Ravinderpal Singh,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/71753.png,,,,,,,,,,,,
Rayyan Pathan,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63737.png,,,,,,,,,,,,
Dilon Heyliger,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/68432.png,,,,,,,,,,,,
Saad Bin Zafar,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/40433.png,,,,,,,,,,,,
Shreyas Movva,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/73924.png,,,,,,,,,,,,
Jeremy Gordon,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/55230.png,,,,,,,,,,,,
Junaid Siddiqui,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/56962.png,,,,,,,,,,,,
Kaleem Sana,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/21948.png,,,,,,,,,,,,
Nikhil Dutta,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63736.png,,,,,,,,,,,,
Rishiv Joshi,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/68110.png,,,,,,,,,,,,
Najmul Hossain Shanto,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63872.png,,,,,,,,,,,,
Tanzid Hasan,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70206.png,,,,,,,,,,,,
Towhid Hridoy,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67719.png,,,,,,,,,,,,
Mahedi Hasan,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65473.png,,,,,,,,,,,,
Mahmudullah,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/3956.png,,,,,,,,,,,,
Shakib Al Hasan,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/3782.png,,,,,,,,,,,,
Soumya Sarkar,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/61831.png,,,,,,,,,,,,
Jaker Ali,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65411.png,,,,,,,,,,,,
Litton Das,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63206.png,,,,,,,,,,,,
Mustafizur Rahman,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/63881.png,,,,,,,,,,,,
Rishad Hossain,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70203.png,,,,,,,,,,,,
Shoriful Islam,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66332.png,,,,,,,,,,,,
Tanvir Islam,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67289.png,,,,,,,,,,,,
Tanzim Hasan Sakib,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70921.png,,,,,,,,,,,,
Taskin Ahmed,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/58314.png,,,,,,,,,,,,
David Warner,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/5380.png,,,,,,,,,,,,
Tim David,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/67402.png,,,,,,,,,,,,
Travis Head,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/62023.png,,,,,,,,,,,,
Cameron Green,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/66870.png,,,,,,,,,,,,
Glenn Maxwell,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/10085.png,,,,,,,,,,,,
Marcus Stoinis,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4311.png,,,,,,,,,,,,
Mitchell Marsh,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/10094.png,,,,,,,,,,,,
Josh Inglis,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/65893.png,,,,,,,,,,,,
Matthew Wade,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4195.png,,,,,,,,,,,,
Adam Zampa,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/58913.png,,,,,,,,,,,,
Ashton Agar,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/57172.png,,,,,,,,,,,,
Josh Hazlewood,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/4255.png,,,,,,,,,,,,
Mitchell Starc,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/10053.png,,,,,,,,,,,,
Nathan Ellis,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/70324.png,,,,,,,,,,,,
Pat Cummins,https://images.icc-cricket.com/image/upload/t_player-headshot-portrait-lg/prd/assets/players/6122/56964.png,,,,,,,,,,,,
Brandon King,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321900/321983.png",,,,,,,,,,,,
Daniel Doram,https://cricx.b-cdn.net/wp-content/uploads/2022/09/Daniel-Doram-754x1024.jpg,,,,,,,,,,,,
Fred Klaassen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/385900/385990.6.png",,,,,,,,,,,,
Harsh Thaker,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/366400/366411.png",,,,,,,,,,,,
Jason Holder,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316673.png",,,,,,,,,,,,
Mujeeb Ur Rahman,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383240.png",,,,,,,,,,,,
Peter-Daniel Blignaut,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382049.1.jpg",,,,,,,,,,,,
